poi_base,county,utility,active_projects,active_mw,active_storage_mw,full_capacity_mw,energy_only_mw,withdrawn_projects,withdrawn_mw,completed_mw,churn_ratio
COOL WATER-SEGS2-TORTILLA,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,198.6,0.0,
COOL WATER-KRAMER #1,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,3.0,818.6,0.0,
COOL WATER-KRAMER,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,
COOL WATER SUBSTATION,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,
CONTROL-SILVERPEAK,MONO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
CONTROL-INYOKERN,INYO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,
CONTROL-HAIWEE-INYOKERN #2,INYO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
CONTROL-HAIWEE-INYOKERN,INYO/KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,
CONTROL SUBSTATION,MINERAL,SCE,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,
CONTROL SUBSTATION,ESMERALDA,SCE,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,
CONTROL SUBSTATION,CHURCHILL,SCE,0.0,0.0,0.0,0.0,0.0,8.0,393.8,0.0,
CONTROL SUB,MINERAL,SCE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
CONTROL SUB,CHURCHILL/PERSHING,SCE,0.0,0.0,0.0,0.0,0.0,1.0,364.2,0.0,
CONTROL SUB,CHURCHILL,SCE,0.0,0.0,0.0,0.0,0.0,2.0,43.6,0.0,
CONTROL,MINERAL,SCE,0.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,
COOL WATERDUNN SIDING BAKER MOUNT PASS IVANPAH,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,70.7,0.0,
COOLWATER,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,2.0,246.7,0.0,
CONTRA COSTA-DELTA,CONTRA COSTA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
COOLWATER SUBSTATION,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,2.0,410.9,113.5,3.6
CORRAL SUBSTATION,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
CORCORAN-SMYRNA,TULARE,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,139.7,0.0,
CORCORAN-OLIVE,TULARE,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
CORCORAN-KINGSBURG #2,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0
CORCORAN-KINGSBURG,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
CORCORAN-GUERNSEY,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,
CORCORAN- KINGSBURG #1,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
CORCORAN SMYRNA,TULARE,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,
CORCORAN,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,85.0,0.0,
CORAM-ROSEMOND,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
COPUS-OLD RIVER,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
COPUS ROAD SUB,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
COOLWATER-KRAMER,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,49.2,250.0,0.2
COOLWATER-DUNNSIDING-BAKER SUBSTATION,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,
COOLWATER-DUNN SIDING,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,2.0,305.0,0.0,
CONTRA COSTA-DELTA SW YARD,CONTRA COSTA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,70.0,0.0,
CONTRA COSTA SWITCHYARD,CONTRA COSTA,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,131.0,0.0,
CORTINA SUBSTATION,COLUSA,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,350.0,0.0,
COALINGA 1-GATES,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,
COALINGA - GATES #1,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
COALINGA #2-SCHINDLER,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
COALINGA #2 - COALINGA #1,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,60.8,0.0,
COALINGA #1-TORNADO,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,
COALINGA #1 - SAN MIGUEL,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,40.5,0.0,
COALINGA,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
CKT I & 2 DELEVAN-VACA AND CORTINA-VACA,YOLO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
CIELO AZUL SUBSTATION,MARICOPA,DCRT,0.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,
CHRISTIE SUBSTATION,CONTRA COSTA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
CHOWCHILLA-KERCKHOFF #2,MADERA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
CHOWCHILLA,MADERA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,
CHINO-VIEJO,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,910.0,0.0,
CHINO SUBSTATION,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
CHICARITA SUBSTATION,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,2.0,400.0,0.0,
CHEVGEN SUBSTATION,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,49.8,0.0,
COALINGA 1-COALINGA 2,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
COALINGA COGEN,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,
CONTRA COSTA SUBSTATION,CONTRA COSTA,PGAE,0.0,0.0,0.0,0.0,0.0,5.0,2243.0,100.0,22.4
COALINGA COGEN TAP,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,
CONTRA COSTA POWER PLANT,CONTRA COSTA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,590.0,590.0,1.0
CONTRA COSTA (,CONTRA COSTA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,158.0,0.0,
COLORADO RIVER-DELANEY,MARICOPA,DCRT,0.0,0.0,0.0,0.0,0.0,1.0,450.0,0.0,
COLORADO RIVER-DELANEY,LA PAZ,DCRT,0.0,0.0,0.0,0.0,0.0,1.0,700.0,0.0,
COLORADO RIVER SUBSTATION,IMPERIAL,SCE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
"COLORADO RIVER SUB,",RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
COLORADO RIVER SUB,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,2.0,1250.0,224.0,5.6
COLORADO RIVER,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,2.0,453.4,0.0,
COLLECTOR SUB AT GEYSERS #17 FULTON,LAKE/SONOMA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,201.0,0.0,
COLGATE-CHALLENGE,YUBA,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,
COBURN SUBSTATION,TBD,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
COBURN SUB,MONTEREY,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,360.0,0.0,
COALINGA-MENDOTA ROAD,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
COALINGA#1-SAN MIGUEL,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,
COALINGA NO 1 SUBSTATION,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,
CORTINA - VACA 230; DELEVAN - VACA #1,YOLO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,301.4,0.0,
CORTINA-MENDOCINO  AND  CORTINA-EAGLE ROCK,LAKE,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,140.9,0.0,
CHARLESTON SUBSTATION,NYE,VEA,0.0,0.0,0.0,0.0,0.0,1.0,69.3,0.0,
DEVERS-VISTA #1,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
DEVERS-SAN BERNARDINO LINE,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,
DEVERS-PALO VERDE LINE,MARICOPA,SCE,0.0,0.0,0.0,0.0,0.0,1.0,900.0,0.0,
DEVERS-PALO VERDE,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,280.0,0.0,
DEVERS-PALO VERDE,LA PAZ/MARICOPA,SCE,0.0,0.0,0.0,0.0,0.0,1.0,900.0,0.0,
DEVERS-PALO VERDE,LA PAZ,SCE,0.0,0.0,0.0,0.0,0.0,1.0,900.0,0.0,
DEVERS-MIRAGE-JULIAN HINDS,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,228.0,0.0,
DEVERS-GARNET-VENWIND,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
DEVERS-FARREL,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,
DEVERS-EL CASCO LINE,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,
DEVERS SUBSTATION,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,2.0,2000.0,0.0,
DEVERS,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,2.0,310.0,0.0,
DESERT VIEW SUBSTATION,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,
DESERT VIEW SUBSTATION,CLARK,GLW,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
DELEVAN-VACA NO. 2& NO. 3,YOLO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
DELEVAN-VACA NO. 2 & NO. 3,YOLO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
DEVERS-VENWIND,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,
DIABLO CANYON - MIDWAY #3,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,1000.0,0.0,
DELEVAN SUBSTATION,COLUSA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,
DIABLO CANYON - MORRO BAY,SAN LUIS OBISPO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,1000.0,0.0,
DUNN SIDING COOL WATER,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,
DUMBARTON-NEWARK,ALAMEDA,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,271.5,0.0,
DU PONT SUBSTATION,CONTRA COSTA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,
DONNELS-CURTIS AT PG&E SWITCH 183 115VK,TUOLUMNE,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
DIXON-VACA #2,SOLANO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,
DIXON LANDING - MCKEE,SAN MATEO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,
DIVIDE-CABRILLO #2,SANTA BARBARA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,55.5,0.0,
DIABLO-GATES,SAN LUIS OBISPO,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,2648.3,0.0,
DIABLO CANYON-GATES,SAN LUIS OBISPO,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,3000.0,0.0,
DIABLO CANYON SWITCHING STATION,SAN LUIS OBISPO,PGAE,0.0,0.0,0.0,0.0,0.0,3.0,3545.0,0.0,
DIABLO CANYON SUBSTATION CIRVUIT BREAKERS 532 AND 632,SAN LUIS OBISPO,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0
DIABLO CANYON SUBSTATION CIRCUIT BREAKERS 542 AND 642,SAN LUIS OBISPO,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
DIABLO CANYON SUBSTATION CIRCUIT BREAKERS 532 AND 632,SAN LUIS OBISPO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,
DIABLO CANYON SUBSTATION,SAN LUIS OBISPO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,1000.0,0.0,
DIABLO CANYON POWER PLANT,,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,2005.8,0.0,
DELEVAN-VACA #3,COLUSA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,
DELEVAN,COLUSA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,
CORUM-GOLDTOWN,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,
CRESCENT SWITCHING STATION,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,82.1,0.0,
CRAZY EYES TAP,NYE,VEA,0.0,0.0,0.0,0.0,0.0,1.0,210.0,0.0,
CRAZY EYES TAP,CLARK,VEA,0.0,0.0,0.0,0.0,0.0,1.0,270.0,0.0,
CRAZY EYES SWITCHING STATION,INYO,GLW,0.0,0.0,0.0,0.0,0.0,1.0,266.5,0.0,
CRAZY EYES SUBSTATION,CLARK,GLW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0
CRAZY EYES SUBSATION,NYE,VEA,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,
CRAZY EYE TAP SUBSTATION,NYE,VEA,0.0,0.0,0.0,0.0,0.0,1.0,540.0,0.0,
CPN CREED/ GOOSE HAVEN SUBS - LAMBIE SWITCHING STATION,SOLANO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,175.0,0.0,
COTTONWOOD-SAVAGE,SAN BERNARDINO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,70.0,0.0,
COTTONWOOD-DELEVAN #1 AND #2,TEHAMA,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,390.0,0.0,
COTTONWOOD-DELEVAN #1,TEHAMA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,350.0,0.0,
COTTONWOOD-DELEVAN,TEHAMA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,252.2,0.0,
COTTONWOOD SUBSTATION,SHASTA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,101.1,0.0,
COTTONWIND-WHIRLWIND,KERN,SCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,0.0
COSO-KRAMER,INYO,SCE,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,
CORUM-GOLDTOWN,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
CREELMAN SUBSTATION,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,3.0,170.0,0.0,
CRESTWOOD,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,2.0,153.0,0.0,
DELANEY-COLORADO RIVER LINE,MARICOPA,DCRT,0.0,0.0,0.0,0.0,0.0,2.0,822.0,0.0,
CRESTWOOD SUBSTATION,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0
DELANEY-COLORADO RIVER,MARICOPA,DCRT,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
DELANEY - COLORADO RIVER,MARICOPA,DCRT,0.0,0.0,0.0,0.0,0.0,1.0,500.0,0.0,
DEL-DUR-LANCASTER-RITE AID,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
DEL SUR SUBSTATION,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0,
DAIRYLAND-MENDOTA TRANSMISSION LINE,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,105.3,0.0,
DAIRYLAND-MENDOTA,MADERA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,
DAIRYLAND-MENDOTA,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,105.3,0.0,
DAIRYLAND - MENDOTA,MADERA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
DAIRYLAND - LEGRAND,MADERA,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
CUYAMA SUBSTATION,SANTA BARBARA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,
CUYAMA 2 SUBSTATION,SANTA BARBARA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,30.4,0.0,
CROWS LANDING SUBSTATION,STANISLAUS,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,150.6,0.0,
CROW CREEK SWITCHING STATION,STANISLAUS,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,
CROW CREEK,STANISLAUS,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
CRESTWOOD-BOULEVARD EAST,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,
CHENEY #1 TAP,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,
CHANEY #1,FRESNO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,
EAGLE MOUNTAIN BLYTHE,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,
ARCO-CARNERAS,SAN FRANCISCO,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
ARCO SUBSTATION,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
ARCO SUBSTATION,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,8.0,993.6,0.0,
ARCO SUB,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0,
ARCO SUB,KERN/KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
ARCO SUB,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,320.0,0.0,
ARCO GEN #1 & #2,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,85.0,0.0,
ARCO CANERAS,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
ARCO - POLONIOS PASS,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
ARCO - POLONIO PASS,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
ARCO - MIDWAY,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,
ARCO,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
APPROX 4 MI SOUTH OF THE PENASQUITOS SUB ALONG THE EAST SIDE OF THE PENASQUITOS-OLD TOWN,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,
APPLE HILL SUBSTATION (PGE),EL DORADO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,50.5,0.0,
APPLE HILL SUBSTATION,EL DORADO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,
ANTLELOPE SUB,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
ARCO-CARNERAS,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,38.0,20.0,1.9
ARCO-MIDWAY & GATES-MIDWAY,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
ANTELOPE-ROSAMOND,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,
ARCO-POLONIO PASS,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,21.7,0.0,
BAY BOULEVARD,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,300.0,0.0,
BARRETT-CAMERON,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,
BAKER SUBSTATION,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
BAIR SUBSTATION,SAN MATEO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,
BAILEY SUBSTATION,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
BAHIA   MORAGA,CONTRA COSTA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
AVOCADO-MONSERATE,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,
ATLANTIC SUBSTATION,PLACER,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,
ATLANTIC,PLACER,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,101.2,0.0,
AT SWITCH 125 OUTSIDE HARTER SUB,SUTTER,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,49.2,0.0,
ASH - VALLEY CENTER,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,49.0,0.0,
ARTESIAN RANCH SUBSTATION,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
ARCO-TWISSELMAN,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,47.8,15.0,3.2
ARCO-TULARE LAKE LINE,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,21.2,0.0,
ARCO-TULARE LAKE,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,21.7,0.0,
ANTELOPE-ROSAMOND,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
ANTELOPE-PIUTE,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,
BEAR MOUNTAIN - BEAR MOUNTAIN TAP,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
ALAMITOS,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,236.0,0.0,
7TH STANDARD,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,82.9,0.0,
230/138/,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,650.0,0.0,
0.2-MILE FROM MORO HILL TAP ON THE MORO HILL TAP - MONSERATE,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,
0.2 MILES FROM MONSRATE TAP  ON THE MONSRATE TAP-PALA,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,84.0,0.0,
,YUMA,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,960.0,0.0,
,YOLO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,
,STANISLAUS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,99.9,0.0,
,SANTA BARBARA,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,
,SAN JOAQUIN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,
,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,3.0,448.9,0.0,
,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,3.0,1640.0,0.0,
,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
,KERN,SCE,0.0,0.0,0.0,0.0,0.0,3.0,235.3,0.0,
,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
,IMPERIAL,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
7TH STANDARD SUBSTATION,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
ALAMITOS SWITCHING STATION,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,2.0,2202.9,0.0,
ANTELOPE-NEENACH,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,4.0,80.0,0.0,
ALPAUGH,TULARE,PGAE,0.0,0.0,0.0,0.0,0.0,2.0,180.0,0.0,
ANTELOPE-NEENACH,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,
ANTELOPE-MAGUNDEN #1,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,
ANTELOPE-MAGUNDEN,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,231.0,0.0,
ANTELOPE-CALCEMENT,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,
ANTELOPE-CAL CEMENT,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,
ANTELOPE- MAGUNDEN #2,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,1.0,210.0,0.0,
ANTELOPE SUBSTATION,KERN,SCE,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,
ANTELOPE SUBSTATION,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,40.9,0.0,
ANTELOPE SUB,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,3.0,500.1,70.0,7.1
ANTELOPE CAL CEMENT,RIVERSIDE,SCE,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,
ANTELOPE,LOS ANGELES,SCE,0.0,0.0,0.0,0.0,0.0,3.0,732.0,0.0,
ANGIOLA SUB,KINGS,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,
AMARGOSA SUB,CLARK,VEA,0.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,
ALPAUGH-SMYRNA,TULARE,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,
ALPAUGH SUBSTATION,TULARE,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,140.0,0.0,
BAY-BOULEVARD,SAN DIEGO,SDGE,0.0,0.0,0.0,0.0,0.0,1.0,200.0,0.0,
BEATTY SUBSTATION,ESMERALDA,VEA,0.0,0.0,0.0,0.0,0.0,1.0,427.3,0.0,
CENTERVILLE-TABLE MOUNTAIN,BUTTE,PGAE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
CALIFORNIA FLATS SWITCHING STATION,MONTEREY,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,
CALIENTE SWITCHING STATION,KERN,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,
CALIENTE,SAN LUIS OBISPO,PGAE,0.0,0.0,0.0,0.0,0.0,1.0,299.6,0.0,
